[23:32:36][modifier.cpp:1094]: 
 == MODIFIER DOCUMENTATION ==
Note on Modifier Categories:
-- These are used internally as a tag to suggest where they are intended to be used, but exact behavior depends upon individual implementation.
-- Pop scope modifiers will generally work on e.g. planets and countries as well as pops, in which case they will apply to all pops belonging to that object.

Printing Modifier Definitions:
- blank_modifier, Category: Pops
- planet_jobs_psionic_consumer_goods_produces_add, Category: Economic Units
- planet_jobs_psionic_consumer_goods_produces_mult, Category: Economic Units
- planet_jobs_psionic_alloys_produces_add, Category: Economic Units
- planet_jobs_psionic_alloys_produces_mult, Category: Economic Units
- planet_jobs_psionic_volatile_motes_produces_add, Category: Economic Units
- planet_jobs_psionic_volatile_motes_produces_mult, Category: Economic Units
- planet_jobs_psionic_exotic_gases_produces_add, Category: Economic Units
- planet_jobs_psionic_exotic_gases_produces_mult, Category: Economic Units
- planet_jobs_psionic_rare_crystals_produces_add, Category: Economic Units
- planet_jobs_psionic_rare_crystals_produces_mult, Category: Economic Units
- planet_jobs_psionic_sr_living_metal_produces_add, Category: Economic Units
- planet_jobs_psionic_sr_living_metal_produces_mult, Category: Economic Units
- planet_jobs_psionic_sr_zro_produces_add, Category: Economic Units
- planet_jobs_psionic_sr_zro_produces_mult, Category: Economic Units
- planet_jobs_psionic_sr_dark_matter_produces_add, Category: Economic Units
- planet_jobs_psionic_sr_dark_matter_produces_mult, Category: Economic Units
- planet_jobs_psionic_nanites_produces_add, Category: Economic Units
- planet_jobs_psionic_nanites_produces_mult, Category: Economic Units
- planet_jobs_psionic_minor_artifacts_produces_add, Category: Economic Units
- planet_jobs_psionic_minor_artifacts_produces_mult, Category: Economic Units
- planet_jobs_psionic_menace_produces_add, Category: Economic Units
- planet_jobs_psionic_menace_produces_mult, Category: Economic Units
- planet_jobs_psionic_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_time_upkeep_add, Category: Economic Units
- planet_jobs_psionic_time_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_energy_upkeep_add, Category: Economic Units
- planet_jobs_psionic_energy_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_minerals_upkeep_add, Category: Economic Units
- planet_jobs_psionic_minerals_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_food_upkeep_add, Category: Economic Units
- planet_jobs_psionic_food_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_physics_research_upkeep_add, Category: Economic Units
- planet_jobs_psionic_physics_research_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_society_research_upkeep_add, Category: Economic Units
- planet_jobs_psionic_society_research_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_engineering_research_upkeep_add, Category: Economic Units
- planet_jobs_psionic_engineering_research_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_influence_upkeep_add, Category: Economic Units
- planet_jobs_psionic_influence_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_unity_upkeep_add, Category: Economic Units
- planet_jobs_psionic_unity_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_consumer_goods_upkeep_add, Category: Economic Units
- planet_jobs_psionic_consumer_goods_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_alloys_upkeep_add, Category: Economic Units
- planet_jobs_psionic_alloys_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_volatile_motes_upkeep_add, Category: Economic Units
- planet_jobs_psionic_volatile_motes_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_exotic_gases_upkeep_add, Category: Economic Units
- planet_jobs_psionic_exotic_gases_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_rare_crystals_upkeep_add, Category: Economic Units
- planet_jobs_psionic_rare_crystals_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_sr_living_metal_upkeep_add, Category: Economic Units
- planet_jobs_psionic_sr_living_metal_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_sr_zro_upkeep_add, Category: Economic Units
- planet_jobs_psionic_sr_zro_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_sr_dark_matter_upkeep_add, Category: Economic Units
- planet_jobs_psionic_sr_dark_matter_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_nanites_upkeep_add, Category: Economic Units
- planet_jobs_psionic_nanites_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_minor_artifacts_upkeep_add, Category: Economic Units
- planet_jobs_psionic_minor_artifacts_upkeep_mult, Category: Economic Units
- planet_jobs_psionic_menace_upkeep_add, Category: Economic Units
- planet_jobs_psionic_menace_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_time_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_time_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_energy_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_energy_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_minerals_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_minerals_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_food_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_food_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_physics_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_physics_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_society_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_society_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_engineering_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_engineering_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_influence_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_influence_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_unity_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_unity_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_consumer_goods_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_consumer_goods_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_alloys_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_alloys_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_volatile_motes_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_volatile_motes_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_exotic_gases_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_exotic_gases_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_rare_crystals_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_rare_crystals_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_sr_living_metal_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_sr_living_metal_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_sr_zro_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_sr_zro_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_sr_dark_matter_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_sr_dark_matter_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_nanites_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_nanites_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_minor_artifacts_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_minor_artifacts_upkeep_mult, Category: Economic Units
- planet_jobs_organic_slave_menace_upkeep_add, Category: Economic Units
- planet_jobs_organic_slave_menace_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_time_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_time_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_energy_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_energy_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_minerals_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_minerals_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_food_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_food_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_physics_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_physics_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_society_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_society_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_engineering_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_engineering_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_influence_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_influence_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_unity_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_unity_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_consumer_goods_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_consumer_goods_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_alloys_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_alloys_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_volatile_motes_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_volatile_motes_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_exotic_gases_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_exotic_gases_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_rare_crystals_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_rare_crystals_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_sr_living_metal_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_sr_living_metal_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_sr_zro_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_sr_zro_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_sr_dark_matter_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_sr_dark_matter_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_nanites_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_nanites_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_minor_artifacts_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_minor_artifacts_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_slave_menace_upkeep_add, Category: Economic Units
- planet_jobs_robotic_slave_menace_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_time_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_time_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_energy_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_energy_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_minerals_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_minerals_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_food_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_food_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_physics_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_physics_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_society_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_society_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_engineering_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_engineering_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_influence_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_influence_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_unity_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_unity_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_consumer_goods_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_consumer_goods_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_alloys_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_alloys_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_volatile_motes_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_volatile_motes_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_exotic_gases_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_exotic_gases_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_rare_crystals_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_rare_crystals_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_sr_living_metal_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_sr_living_metal_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_sr_zro_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_sr_zro_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_sr_dark_matter_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_sr_dark_matter_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_nanites_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_nanites_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_minor_artifacts_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_minor_artifacts_upkeep_mult, Category: Economic Units
- planet_jobs_organic_worker_menace_upkeep_add, Category: Economic Units
- planet_jobs_organic_worker_menace_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_time_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_time_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_energy_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_energy_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_minerals_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_minerals_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_food_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_food_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_physics_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_physics_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_society_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_society_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_engineering_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_engineering_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_influence_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_influence_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_unity_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_unity_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_consumer_goods_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_consumer_goods_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_alloys_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_alloys_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_volatile_motes_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_volatile_motes_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_exotic_gases_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_exotic_gases_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_rare_crystals_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_rare_crystals_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_sr_living_metal_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_sr_living_metal_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_sr_zro_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_sr_zro_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_sr_dark_matter_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_sr_dark_matter_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_nanites_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_nanites_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_minor_artifacts_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_minor_artifacts_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_worker_menace_upkeep_add, Category: Economic Units
- planet_jobs_robotic_worker_menace_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_time_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_time_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_energy_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_energy_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_minerals_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_minerals_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_food_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_food_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_physics_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_physics_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_society_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_society_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_engineering_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_engineering_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_influence_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_influence_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_unity_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_unity_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_consumer_goods_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_consumer_goods_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_alloys_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_alloys_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_volatile_motes_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_volatile_motes_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_exotic_gases_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_exotic_gases_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_rare_crystals_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_rare_crystals_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_sr_living_metal_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_sr_living_metal_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_sr_zro_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_sr_zro_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_sr_dark_matter_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_sr_dark_matter_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_nanites_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_nanites_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_minor_artifacts_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_minor_artifacts_upkeep_mult, Category: Economic Units
- planet_jobs_organic_specialist_menace_upkeep_add, Category: Economic Units
- planet_jobs_organic_specialist_menace_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_time_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_time_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_energy_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_energy_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_minerals_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_minerals_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_food_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_food_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_physics_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_physics_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_society_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_society_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_engineering_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_engineering_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_influence_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_influence_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_unity_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_unity_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_consumer_goods_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_consumer_goods_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_alloys_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_alloys_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_volatile_motes_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_volatile_motes_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_exotic_gases_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_exotic_gases_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_rare_crystals_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_rare_crystals_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_sr_living_metal_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_sr_living_metal_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_sr_zro_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_sr_zro_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_sr_dark_matter_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_sr_dark_matter_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_nanites_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_nanites_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_minor_artifacts_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_minor_artifacts_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_specialist_menace_upkeep_add, Category: Economic Units
- planet_jobs_robotic_specialist_menace_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_time_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_time_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_energy_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_energy_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_minerals_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_minerals_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_food_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_food_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_physics_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_physics_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_society_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_society_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_engineering_research_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_engineering_research_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_influence_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_influence_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_unity_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_unity_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_consumer_goods_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_consumer_goods_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_alloys_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_alloys_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_volatile_motes_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_volatile_motes_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_exotic_gases_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_exotic_gases_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_rare_crystals_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_rare_crystals_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_sr_living_metal_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_sr_living_metal_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_sr_zro_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_sr_zro_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_sr_dark_matter_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_sr_dark_matter_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_nanites_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_nanites_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_minor_artifacts_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_minor_artifacts_upkeep_mult, Category: Economic Units
- planet_jobs_organic_ruler_menace_upkeep_add, Category: Economic Units
- planet_jobs_organic_ruler_menace_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_time_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_time_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_energy_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_energy_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_minerals_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_minerals_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_food_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_food_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_physics_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_physics_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_society_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_society_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_engineering_research_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_engineering_research_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_influence_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_influence_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_unity_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_unity_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_consumer_goods_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_consumer_goods_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_alloys_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_alloys_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_volatile_motes_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_volatile_motes_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_exotic_gases_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_exotic_gases_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_rare_crystals_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_rare_crystals_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_sr_living_metal_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_sr_living_metal_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_sr_zro_upkeep_add, Category: Economic Units
- planet_jobs_robotic_ruler_sr_zro_upkeep_mult, Category: Economic Units
- planet_jobs_robotic_ruler_sr_dark_matter_upkeep_add, Category: Economic Units
